dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_516.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_528.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_540.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_552.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_564.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_576.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_588.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_60.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_600.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_612.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_624.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_636.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_648.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_660.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_672.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_684.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_696.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_708.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_72.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_720.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_732.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_744.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_84.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_96.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_0.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_108.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_12.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_120.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_132.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_144.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_156.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_168.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_180.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_192.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_204.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_216.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_228.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_24.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_240.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_252.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_264.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_276.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_288.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_300.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_312.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_324.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_336.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_348.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_36.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_360.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_372.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_384.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_396.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_408.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_420.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_432.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_444.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_456.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_468.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_48.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_480.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_492.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_504.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_516.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_528.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_540.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_552.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_564.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_576.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_588.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_60.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_600.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_612.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_624.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_636.txt,19,19.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_648.txt,19,19.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_660.txt,19,19.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_72.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_84.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq19/bbox_seq19/seq4_C6_96.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1000.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1009.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1011.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1012.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1013.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1014.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1017.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1018.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1020.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1021.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1028.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1045.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1051.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1060.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1062.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1063.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1066.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1067.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1072.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1079.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1083.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1085.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1086.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1088.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1096.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1099.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1101.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1112.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1115.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1128.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1136.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1139.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1140.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1143.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1152.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1154.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1160.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1167.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1179.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1181.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1183.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1186.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1187.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1188.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_1194.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_927.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_932.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_935.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_940.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_944.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_963.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_966.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_970.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_973.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_975.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_978.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_980.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_981.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_984.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_987.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_992.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_993.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/bbox_seq2/0_endocv2021_positive_994.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1000_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1009_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1011_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1012_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1013_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1014_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1017_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1018_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1020_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1021_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1028_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq2/masks_seq2/0_endocv2021_positive_1045_mask.txt,24,24.00 B,,,OK,0
